account,tweets,following,followers,month,likes,lists,moments,dept
https://twitter.com/seattlegreenbiz,1637,506,352,Sep-16,1,0,0,SPU
https://twitter.com/seattlespu,2920,563,3532,Sep-16,435,9,0,SPU
https://twitter.com/spu_cz,243,27,146,Sep-16,371,1,0,SPU
https://twitter.com/spu_wx,158,10,24,Sep-16,14,0,0,SPU
https://twitter.com/seattlearts,5952,1344,82771,Oct-16,3511,2,0,ARTS
https://twitter.com/seattlecenter,21824,5024,28617,Oct-16,14520,6,0,CEN
https://twitter.com/seacpc,120,107,188,Oct-16,3,0,0,CPC
https://twitter.com/seattledci,3421,731,4598,Oct-16,510,17,0,DCI
https://twitter.com/seattledpd,8,40,28,Oct-16,0,0,0,DCI
https://twitter.com/seaeec,45,36,84,Oct-16,0,0,0,DOE
https://twitter.com/seattleprek,255,162,307,Oct-16,12,0,0,DOE
https://twitter.com/seaneighborhood,2386,1306,8082,Oct-16,488,4,0,DON
https://twitter.com/sdotbridges,53661,14,894,Oct-16,8,0,0,DOT
https://twitter.com/seattledot,59525,197,108773,Oct-16,1116,0,0,DOT
https://twitter.com/waterfrontsea,2602,385,4266,Oct-16,363,4,0,DOT
https://twitter.com/seattlefm,2660,913,9309,Oct-16,181,1,0,FAM
https://twitter.com/seattleanimal,1971,212,1579,Oct-16,109,0,0,FAS
https://twitter.com/seattlehsd,558,845,993,Oct-16,20,0,0,HSD
https://twitter.com/iandraffairs,2357,1115,998,Oct-16,215,0,0,IMR
https://twitter.com/cityofseattle/,3348,1522,114943,Oct-16,145,27,0,ITD
https://twitter.com/civictechsea ,1626,775,981,Oct-16,1142,0,0,ITD
https://twitter.com/diginclusion,921,291,725,Oct-16,117,2,0,ITD
https://twitter.com/seatechboard,290,2384,670,Oct-16,176,0,0,ITD
https://twitter.com/seattlechannel,7273,902,10993,Oct-16,1555,0,0,ITD
https://twitter.com/seattlecityjobs,957,615,1007,Oct-16,376,0,0,ITD
https://twitter.com/seattlecto,653,283,1530,Oct-16,341,1,0,ITD
https://twitter.com/seattleopendata,38,99,191,Oct-16,0,0,0,ITD
https://twitter.com/bruceharrell,313,143,3804,Oct-16,0,0,0,LEG
https://twitter.com/cmkshama,3845,2318,22589,Oct-16,252,1,0,LEG
https://twitter.com/cmlgonzalez,311,383,1191,Oct-16,37,0,0,LEG
https://twitter.com/cmmikeobrien,861,1467,4972,Oct-16,123,0,0,LEG
